PMID	Title	Authors	Citation	First Author	Journal/Book	Publication Year	Create Date	PMCID	NIHMS ID	DOI
30887877	Polyclonal symbiont populations in hydrothermal vent tubeworms and the environment	Polzin J, Arevalo P, Nussbaumer T, Polz MF, Bright M.	"Proc Biol Sci. 2019 Feb 13;286(1896):20181281. doi: 10.1098/rspb.2018.1281."	Polzin J	Proc Biol Sci	2019	2019/03/20	PMC6408604		10.1098/rspb.2018.1281
30882294	Staphylospora marina gen. nov., sp. nov., a novel member of the family Thermoactinomycetaceae, isolated from a deep-sea hydrothermal vent in the Pacific Ocean	Wang KX, He YQ, Chen RW, Li C, Tian XP, Long LJ.	"Int J Syst Evol Microbiol. 2019 May;69(5):1452-1458. doi: 10.1099/ijsem.0.003339. Epub 2019 Mar 18."	Wang KX	Int J Syst Evol Microbiol	2019	2019/03/19			10.1099/ijsem.0.003339
30857856	Extremophile deep-sea viral communities from hydrothermal vents: Structural and functional analysis	Castelán-Sánchez HG, Lopéz-Rosas I, García-Suastegui WA, Peralta R, Dobson ADW, Batista-García RA, Dávila-Ramos S.	"Mar Genomics. 2019 Aug;46:16-28. doi: 10.1016/j.margen.2019.03.001. Epub 2019 Mar 9."	Castelán-Sánchez HG	Mar Genomics	2019	2019/03/13			10.1016/j.margen.2019.03.001
30843780	Methanofervidicoccus abyssi gen. nov., sp. nov., a hydrogenotrophic methanogen, isolated from a hydrothermal vent chimney in the Mid-Cayman Spreading Center, the Caribbean Sea	Sakai S, Takaki Y, Miyazaki M, Ogawara M, Yanagawa K, Miyazaki J, Takai K.	"Int J Syst Evol Microbiol. 2019 Apr;69(4):1225-1230. doi: 10.1099/ijsem.0.003297. Epub 2019 Mar 7."	Sakai S	Int J Syst Evol Microbiol	2019	2019/03/08			10.1099/ijsem.0.003297
30837339	Virus Genomes from Deep Sea Sediments Expand the Ocean Megavirome and Support Independent Origins of Viral Gigantism	Bäckström D, Yutin N, Jørgensen SL, Dharamshi J, Homa F, Zaremba-Niedwiedzka K, Spang A, Wolf YI, Koonin EV, Ettema TJG.	"mBio. 2019 Mar 5;10(2):e02497-18. doi: 10.1128/mBio.02497-18."	Bäckström D	mBio	2019	2019/03/07	PMC6401483		10.1128/mBio.02497-18
30790413	Diverse anaerobic methane- and multi-carbon alkane-metabolizing archaea coexist and show activity in Guaymas Basin hydrothermal sediment	Wang Y, Feng X, Natarajan VP, Xiao X, Wang F.	"Environ Microbiol. 2019 Apr;21(4):1344-1355. doi: 10.1111/1462-2920.14568. Epub 2019 Mar 18."	Wang Y	Environ Microbiol	2019	2019/02/22			10.1111/1462-2920.14568
30781951	Production, Characterization, and Application of an Alginate Lyase, AMOR_PL7A, from Hot Vents in the Arctic Mid-Ocean Ridge	Vuoristo KS, Fredriksen L, Oftebro M, Arntzen MØ, Aarstad OA, Stokke R, Steen IH, Hansen LD, Schüller RB, Aachmann FL, Horn SJ, Eijsink VGH.	"J Agric Food Chem. 2019 Mar 13;67(10):2936-2945. doi: 10.1021/acs.jafc.8b07190. Epub 2019 Feb 25."	Vuoristo KS	J Agric Food Chem	2019	2019/02/21			10.1021/acs.jafc.8b07190
30768760	Deep-sea hydrothermal vent metagenome-assembled genomes provide insight into the phylum Nanoarchaeota	St John E, Flores GE, Meneghin J, Reysenbach AL.	"Environ Microbiol Rep. 2019 Apr;11(2):262-270. doi: 10.1111/1758-2229.12740."	St John E	Environ Microbiol Rep	2019	2019/02/16			10.1111/1758-2229.12740
30727955	Global host molecular perturbations upon in situ loss of bacterial endosymbionts in the deep-sea mussel Bathymodiolus azoricus assessed using proteomics and transcriptomics	Détrée C, Haddad I, Demey-Thomas E, Vinh J, Lallier FH, Tanguy A, Mary J.	"BMC Genomics. 2019 Feb 6;20(1):109. doi: 10.1186/s12864-019-5456-0."	Détrée C	BMC Genomics	2019	2019/02/08	PMC6364412		10.1186/s12864-019-5456-0
30715272	The Fe(II)-oxidizing Zetaproteobacteria: historical, ecological and genomic perspectives	McAllister SM, Moore RM, Gartman A, Luther GW, Emerson D, Chan CS.	"FEMS Microbiol Ecol. 2019 Apr 1;95(4):fiz015. doi: 10.1093/femsec/fiz015."	McAllister SM	FEMS Microbiol Ecol	2019	2019/02/05	PMC6443915		10.1093/femsec/fiz015
30676262	Tolerance of a sulfidogenic sludge to trichloroethylene at microcosms level as a basis for a long-term operation of reactors designed for its biodegradation	Santana-Santos MA, Ordaz A, Jan-Roblero J, Bastida González F, Zárate Segura PB, Guerrero-Barajas C.	"J Environ Sci Health A Tox Hazard Subst Environ Eng. 2019;54(5):461-471. doi: 10.1080/10934529.2019.1567157. Epub 2019 Jan 24."	Santana-Santos MA	J Environ Sci Health A Tox Hazard Subst Environ Eng	2019	2019/01/25			10.1080/10934529.2019.1567157
30642991	Purification of a Crenarchaeal ATP Synthase in the Light of the Unique Bioenergetics of Ignicoccus Species	Kreuter LJ, Weinfurtner A, Ziegler A, Weigl J, Hoffmann J, Morgner N, Müller V, Huber H.	"J Bacteriol. 2019 Mar 13;201(7):e00510-18. doi: 10.1128/JB.00510-18. Print 2019 Apr 1."	Kreuter LJ	J Bacteriol	2019	2019/01/16	PMC6416916		10.1128/JB.00510-18
30585382	Microbial metal-sulfide oxidation in inactive hydrothermal vent chimneys suggested by metagenomic and metaproteomic analyses	Meier DV, Pjevac P, Bach W, Markert S, Schweder T, Jamieson J, Petersen S, Amann R, Meyerdierks A.	"Environ Microbiol. 2019 Feb;21(2):682-701. doi: 10.1111/1462-2920.14514. Epub 2019 Jan 21."	Meier DV	Environ Microbiol	2019	2018/12/27	PMC6850669		10.1111/1462-2920.14514
30547029	Enrichment and Genomic Characterization of a N(2)O-Reducing Chemolithoautotroph From a Deep-Sea Hydrothermal Vent	Mino S, Yoneyama N, Nakagawa S, Takai K, Sawabe T.	"Front Bioeng Biotechnol. 2018 Nov 28;6:184. doi: 10.3389/fbioe.2018.00184. eCollection 2018."	Mino S	Front Bioeng Biotechnol	2018	2018/12/15	PMC6279868		10.3389/fbioe.2018.00184
30547216	Extremely thermoactive archaeal endoglucanase from a shallow marine hydrothermal vent from Vulcano Island	Suleiman M, Schröder C, Klippel B, Schäfers C, Krüger A, Antranikian G.	"Appl Microbiol Biotechnol. 2019 Feb;103(3):1267-1274. doi: 10.1007/s00253-018-9542-z. Epub 2018 Dec 13."	Suleiman M	Appl Microbiol Biotechnol	2019	2018/12/15			10.1007/s00253-018-9542-z
30540238	Thiosocius teredinicola gen. nov., sp. nov., a sulfur-oxidizing chemolithoautotrophic endosymbiont cultivated from the gills of the giant shipworm, Kuphus polythalamius	Altamia MA, Shipway JR, Concepcion GP, Haygood MG, Distel DL.	"Int J Syst Evol Microbiol. 2019 Mar;69(3):638-644. doi: 10.1099/ijsem.0.003143. Epub 2018 Dec 12."	Altamia MA	Int J Syst Evol Microbiol	2019	2018/12/13	PMC7705117		10.1099/ijsem.0.003143
30504216	Induction of a Toxin-Antitoxin Gene Cassette under High Hydrostatic Pressure Enables Markerless Gene Disruption in the Hyperthermophilic Archaeon Pyrococcus yayanosii	Song Q, Li Z, Chen R, Ma X, Xiao X, Xu J.	"Appl Environ Microbiol. 2019 Feb 6;85(4):e02662-18. doi: 10.1128/AEM.02662-18. Print 2019 Feb 15."	Song Q	Appl Environ Microbiol	2019	2018/12/04	PMC6365831		10.1128/AEM.02662-18
30479325	Expansive microbial metabolic versatility and biodiversity in dynamic Guaymas Basin hydrothermal sediments	Dombrowski N, Teske AP, Baker BJ.	"Nat Commun. 2018 Nov 27;9(1):4999. doi: 10.1038/s41467-018-07418-0."	Dombrowski N	Nat Commun	2018	2018/11/28	PMC6258724		10.1038/s41467-018-07418-0
30446552	Diversity in CO(2)-Concentrating Mechanisms among Chemolithoautotrophs from the Genera Hydrogenovibrio, Thiomicrorhabdus, and Thiomicrospira, Ubiquitous in Sulfidic Habitats Worldwide	Scott KM, Leonard JM, Boden R, Chaput D, Dennison C, Haller E, Harmer TL, Anderson A, Arnold T, Budenstein S, Brown R, Brand J, Byers J, Calarco J, Campbell T, Carter E, Chase M, Cole M, Dwyer D, Grasham J, Hanni C, Hazle A, Johnson C, Johnson R, Kirby B, Lewis K, Neumann B, Nguyen T, Nino Charari J, Morakinyo O, Olsson B, Roundtree S, Skjerve E, Ubaldini A, Whittaker R.	"Appl Environ Microbiol. 2019 Jan 23;85(3):e02096-18. doi: 10.1128/AEM.02096-18. Print 2019 Feb 1."	Scott KM	Appl Environ Microbiol	2019	2018/11/18	PMC6344615		10.1128/AEM.02096-18
30302650	Marinobacter profundi sp. nov., a slightly halophilic bacterium isolated from a deep-sea sediment sample of the New Britain Trench	Cao J, Liu P, Liu R, Su H, Wei Y, Liu R, Fang J.	"Antonie Van Leeuwenhoek. 2019 Mar;112(3):425-434. doi: 10.1007/s10482-018-1176-8. Epub 2018 Oct 9."	Cao J	Antonie Van Leeuwenhoek	2019	2018/10/11			10.1007/s10482-018-1176-8
30273414	Phylogenetically Novel Uncultured Microbial Cells Dominate Earth Microbiomes	Lloyd KG, Steen AD, Ladau J, Yin J, Crosby L.	"mSystems. 2018 Sep 25;3(5):e00055-18. doi: 10.1128/mSystems.00055-18. eCollection 2018 Sep-Oct."	Lloyd KG	mSystems	2018	2018/10/02	PMC6156271		10.1128/mSystems.00055-18
30239713	Thermosipho spp. Immune System Differences Affect Variation in Genome Size and Geographical Distributions	Haverkamp THA, Geslin C, Lossouarn J, Podosokorskaya OA, Kublanov I, Nesbø CL.	"Genome Biol Evol. 2018 Nov 1;10(11):2853-2866. doi: 10.1093/gbe/evy202."	Haverkamp THA	Genome Biol Evol	2018	2018/09/22	PMC6211235		10.1093/gbe/evy202
30234478	Kyrpidia spormannii sp. nov., a thermophilic, hydrogen-oxidizing, facultative autotroph, isolated from hydrothermal systems at São Miguel Island, and emended description of the genus Kyrpidia	Reiner JE, Jung T, Lapp CJ, Siedler M, Bunk B, Overmann J, Gescher J.	"Int J Syst Evol Microbiol. 2018 Dec;68(12):3735-3740. doi: 10.1099/ijsem.0.003037. Epub 2018 Sep 20."	Reiner JE	Int J Syst Evol Microbiol	2018	2018/09/21			10.1099/ijsem.0.003037
30124324	Geological and Geochemical Constraints on the Origin and Evolution of Life	Sleep NH.	"Astrobiology. 2018 Sep;18(9):1199-1219. doi: 10.1089/ast.2017.1778. Epub 2018 Aug 20."	Sleep NH	Astrobiology	2018	2018/08/21			10.1089/ast.2017.1778
30022157	Endosymbiont genomes yield clues of tubeworm success	Li Y, Liles MR, Halanych KM.	"ISME J. 2018 Nov;12(11):2785-2795. doi: 10.1038/s41396-018-0220-z. Epub 2018 Jul 18."	Li Y	ISME J	2018	2018/07/20	PMC6194059		10.1038/s41396-018-0220-z
29967440	Widespread distribution of prophage-encoded virulence factors in marine Vibrio communities	Castillo D, Kauffman K, Hussain F, Kalatzis P, Rørbo N, Polz MF, Middelboe M.	"Sci Rep. 2018 Jul 2;8(1):9973. doi: 10.1038/s41598-018-28326-9."	Castillo D	Sci Rep	2018	2018/07/04	PMC6028584		10.1038/s41598-018-28326-9
29887392	The characteristics and comparative analysis of methanotrophs reveal genomic insights into Methylomicrobium sp. enriched from marine sediments	Yu WJ, Lee JW, Nguyen NL, Rhee SK, Park SJ.	"Syst Appl Microbiol. 2018 Sep;41(5):415-426. doi: 10.1016/j.syapm.2018.05.004. Epub 2018 May 29."	Yu WJ	Syst Appl Microbiol	2018	2018/06/12			10.1016/j.syapm.2018.05.004
29802192	Filamentous Giant Beggiatoaceae from the Guaymas Basin Are Capable of both Denitrification and Dissimilatory Nitrate Reduction to Ammonium	Schutte CA, Teske A, MacGregor BJ, Salman-Carvalho V, Lavik G, Hach P, de Beer D.	"Appl Environ Microbiol. 2018 Jul 17;84(15):e02860-17. doi: 10.1128/AEM.02860-17. Print 2018 Aug 1."	Schutte CA	Appl Environ Microbiol	2018	2018/05/27	PMC6052272		10.1128/AEM.02860-17
29799164	Elemental sulfur reduction in the deep-sea vent thermophile, Thermovibrio ammonificans	Jelen B, Giovannelli D, Falkowski PG, Vetriani C.	"Environ Microbiol. 2018 Jun;20(6):2301-2316. doi: 10.1111/1462-2920.14280. Epub 2018 Aug 7."	Jelen B	Environ Microbiol	2018	2018/05/26			10.1111/1462-2920.14280
29747590	First comprehensive analysis of lysine acetylation in Alvinocaris longirostris from the deep-sea hydrothermal vents	Hui M, Cheng J, Sha Z.	"BMC Genomics. 2018 May 10;19(1):352. doi: 10.1186/s12864-018-4745-3."	Hui M	BMC Genomics	2018	2018/05/12	PMC5946511		10.1186/s12864-018-4745-3
29685353	Structure of a hyperthermostable carbonic anhydrase identified from an active hydrothermal vent chimney	Fredslund F, Borchert MS, Poulsen JN, Mortensen SB, Perner M, Streit WR, Lo Leggio L.	"Enzyme Microb Technol. 2018 Jul;114:48-54. doi: 10.1016/j.enzmictec.2018.03.009. Epub 2018 Mar 30."	Fredslund F	Enzyme Microb Technol	2018	2018/04/25			10.1016/j.enzmictec.2018.03.009
29602784	Stable Isotope Probing for Microbial Iron Reduction in Chocolate Pots Hot Spring, Yellowstone National Park	Fortney NW, He S, Kulkarni A, Friedrich MW, Holz C, Boyd ES, Roden EE.	"Appl Environ Microbiol. 2018 May 17;84(11):e02894-17. doi: 10.1128/AEM.02894-17. Print 2018 Jun 1."	Fortney NW	Appl Environ Microbiol	2018	2018/04/01	PMC5960972		10.1128/AEM.02894-17
29521452	Genomes of ubiquitous marine and hypersaline Hydrogenovibrio, Thiomicrorhabdus and Thiomicrospira spp. encode a diversity of mechanisms to sustain chemolithoautotrophy in heterogeneous environments	Scott KM, Williams J, Porter CMB, Russel S, Harmer TL, Paul JH, Antonen KM, Bridges MK, Camper GJ, Campla CK, Casella LG, Chase E, Conrad JW, Cruz MC, Dunlap DS, Duran L, Fahsbender EM, Goldsmith DB, Keeley RF, Kondoff MR, Kussy BI, Lane MK, Lawler S, Leigh BA, Lewis C, Lostal LM, Marking D, Mancera PA, McClenthan EC, McIntyre EA, Mine JA, Modi S, Moore BD, Morgan WA, Nelson KM, Nguyen KN, Ogburn N, Parrino DG, Pedapudi AD, Pelham RP, Preece AM, Rampersad EA, Richardson JC, Rodgers CM, Schaffer BL, Sheridan NE, Solone MR, Staley ZR, Tabuchi M, Waide RJ, Wanjugi PW, Young S, Clum A, Daum C, Huntemann M, Ivanova N, Kyrpides N, Mikhailova N, Palaniappan K, Pillay M, Reddy TBK, Shapiro N, Stamatis D, Varghese N, Woyke T, Boden R, Freyermuth SK, Kerfeld CA.	"Environ Microbiol. 2018 Aug;20(8):2686-2708. doi: 10.1111/1462-2920.14090. Epub 2018 Apr 6."	Scott KM	Environ Microbiol	2018	2018/03/10			10.1111/1462-2920.14090
29504251	Identification and characterization of a novel alkalistable and salt-tolerant esterase from the deep-sea hydrothermal vent of the East Pacific Rise	Yang X, Wu L, Xu Y, Ke C, Hu F, Xiao X, Huang J.	"Microbiologyopen. 2018 Oct;7(5):e00601. doi: 10.1002/mbo3.601. Epub 2018 Mar 5."	Yang X	Microbiologyopen	2018	2018/03/06	PMC6182558		10.1002/mbo3.601
29472284	Symbiosis in the microbial world: from ecology to genome evolution	Raina JB, Eme L, Pollock FJ, Spang A, Archibald JM, Williams TA.	"Biol Open. 2018 Feb 22;7(2):bio032524. doi: 10.1242/bio.032524."	Raina JB	Biol Open	2018	2018/02/24	PMC5861367		10.1242/bio.032524
29458542	Description of Bacillus kexueae sp. nov. and Bacillus manusensis sp. nov., isolated from hydrothermal sediments	Sun QL, Yu C, Luan ZD, Lian C, Hu YH, Sun L.	"Int J Syst Evol Microbiol. 2018 Mar;68(3):829-834. doi: 10.1099/ijsem.0.002594. Epub 2018 Jan 24."	Sun QL	Int J Syst Evol Microbiol	2018	2018/02/21			10.1099/ijsem.0.002594
29374496	Metagenomic investigation of vestimentiferan tubeworm endosymbionts from Mid-Cayman Rise reveals new insights into metabolism and diversity	Reveillaud J, Anderson R, Reves-Sohn S, Cavanaugh C, Huber JA.	"Microbiome. 2018 Jan 27;6(1):19. doi: 10.1186/s40168-018-0411-x."	Reveillaud J	Microbiome	2018	2018/01/29	PMC5787263		10.1186/s40168-018-0411-x
29354879	Metagenomic Signatures of Microbial Communities in Deep-Sea Hydrothermal Sediments of Azores Vent Fields	Cerqueira T, Barroso C, Froufe H, Egas C, Bettencourt R.	"Microb Ecol. 2018 Aug;76(2):387-403. doi: 10.1007/s00248-018-1144-x. Epub 2018 Jan 21."	Cerqueira T	Microb Ecol	2018	2018/01/23			10.1007/s00248-018-1144-x
29343831	Novel hydrogenases from deep-sea hydrothermal vent metagenomes identified by a recently developed activity-based screen	Adam N, Perner M.	"ISME J. 2018 May;12(5):1225-1236. doi: 10.1038/s41396-017-0040-6. Epub 2018 Jan 17."	Adam N	ISME J	2018	2018/01/19	PMC5931998		10.1038/s41396-017-0040-6
29312214	Sulfur Metabolism of Hydrogenovibrio thermophilus Strain S5 and Its Adaptations to Deep-Sea Hydrothermal Vent Environment	Jiang L, Lyu J, Shao Z.	"Front Microbiol. 2017 Dec 13;8:2513. doi: 10.3389/fmicb.2017.02513. eCollection 2017."	Jiang L	Front Microbiol	2017	2018/01/10	PMC5733100		10.3389/fmicb.2017.02513
29291746	Aerobic proteobacterial methylotrophs in Movile Cave: genomic and metagenomic analyses	Kumaresan D, Stephenson J, Doxey AC, Bandukwala H, Brooks E, Hillebrand-Voiculescu A, Whiteley AS, Murrell JC.	"Microbiome. 2018 Jan 2;6(1):1. doi: 10.1186/s40168-017-0383-2."	Kumaresan D	Microbiome	2018	2018/01/03	PMC5748958		10.1186/s40168-017-0383-2
29205750	Spatially distinct, temporally stable microbial populations mediate biogeochemical cycling at and below the seafloor in hydrothermal vent fluids	Fortunato CS, Larson B, Butterfield DA, Huber JA.	"Environ Microbiol. 2018 Feb;20(2):769-784. doi: 10.1111/1462-2920.14011. Epub 2017 Dec 15."	Fortunato CS	Environ Microbiol	2018	2017/12/06			10.1111/1462-2920.14011
29160003	Two viruses, MCV1 and MCV2, which infect Marinitoga bacteria isolated from deep-sea hydrothermal vents: functional and genomic analysis	Mercier C, Lossouarn J, Nesbø CL, Haverkamp THA, Baudoux AC, Jebbar M, Bienvenu N, Thiroux S, Dupont S, Geslin C.	"Environ Microbiol. 2018 Feb;20(2):577-587. doi: 10.1111/1462-2920.13967. Epub 2017 Dec 4."	Mercier C	Environ Microbiol	2018	2017/11/22			10.1111/1462-2920.13967
29066755	Genomic variation in microbial populations inhabiting the marine subseafloor at deep-sea hydrothermal vents	Anderson RE, Reveillaud J, Reddington E, Delmont TO, Eren AM, McDermott JM, Seewald JS, Huber JA.	"Nat Commun. 2017 Oct 24;8(1):1114. doi: 10.1038/s41467-017-01228-6."	Anderson RE	Nat Commun	2017	2017/10/26	PMC5655027		10.1038/s41467-017-01228-6
28941878	Protein folding at extreme temperatures: Current issues	Feller G.	"Semin Cell Dev Biol. 2018 Dec;84:129-137. doi: 10.1016/j.semcdb.2017.09.003. Epub 2017 Sep 25."	Feller G	Semin Cell Dev Biol	2018	2017/09/25			10.1016/j.semcdb.2017.09.003
28878861	Genome sequence of the sulfur-oxidizing Bathymodiolus thermophilus gill endosymbiont	Ponnudurai R, Sayavedra L, Kleiner M, Heiden SE, Thürmer A, Felbeck H, Schlüter R, Sievert SM, Daniel R, Schweder T, Markert S.	"Stand Genomic Sci. 2017 Sep 2;12:50. doi: 10.1186/s40793-017-0266-y. eCollection 2017."	Ponnudurai R	Stand Genomic Sci	2017	2017/09/08	PMC5581435		10.1186/s40793-017-0266-y
28854673	Peculiar citric acid cycle of hydrothermal vent chemolithoautotroph Hydrogenovibrio crunogenus, and insights into carbon metabolism by obligate autotrophs	Quasem I, Achille AN, Caddick BA, Carter TA, Daniels C, Delaney JA, Delic V, Denton KA, Duran MC, Fatica MK, Ference CM, Galkiewicz JP, Garcia AM, Hendrick JD, Horton SA, Kun MS, Koch PW, Lee TM, McCabe CR, McHale S, McDaniel LD, Menning DM, Menning KJ, Mirzaei-Souderjani H, Mostajabian S, Nicholson DA, Nugent CK, Osman NP, Pappas DI, Rocha AM, Rosario K, Rubelmann H, Schwartz JA, Seeley KW, Staley CM, Wallace EM, Wong TM, Zielinski BL, Hanson TE, Scott KM.	"FEMS Microbiol Lett. 2017 Aug 1;364(14). doi: 10.1093/femsle/fnx148."	Quasem I	FEMS Microbiol Lett	2017	2017/09/01			10.1093/femsle/fnx148
28835260	Genomic insights into potential interdependencies in microbial hydrocarbon and nutrient cycling in hydrothermal sediments	Dombrowski N, Seitz KW, Teske AP, Baker BJ.	"Microbiome. 2017 Aug 23;5(1):106. doi: 10.1186/s40168-017-0322-2."	Dombrowski N	Microbiome	2017	2017/08/25	PMC5569505		10.1186/s40168-017-0322-2
28820506	Physiological and ecological implications of an iron- or hydrogen-oxidizing member of the Zetaproteobacteria, Ghiorsea bivora, gen. nov., sp. nov	Mori JF, Scott JJ, Hager KW, Moyer CL, Küsel K, Emerson D.	"ISME J. 2017 Nov;11(11):2624-2636. doi: 10.1038/ismej.2017.132. Epub 2017 Aug 18."	Mori JF	ISME J	2017	2017/08/19	PMC5649172		10.1038/ismej.2017.132
28698277	Deep-Sea Hydrothermal Vent Viruses Compensate for Microbial Metabolism in Virus-Host Interactions	He T, Li H, Zhang X.	"mBio. 2017 Jul 11;8(4):e00893-17. doi: 10.1128/mBio.00893-17."	He T	mBio	2017	2017/07/13	PMC5513705		10.1128/mBio.00893-17
28690052	Lebetimonas natsushimae sp. nov., a novel strictly anaerobic, moderately thermophilic chemoautotroph isolated from a deep-sea hydrothermal vent polychaete nest in the Mid-Okinawa Trough	Nagata R, Takaki Y, Tame A, Nunoura T, Muto H, Mino S, Sawayama S, Takai K, Nakagawa S.	"Syst Appl Microbiol. 2017 Sep;40(6):352-356. doi: 10.1016/j.syapm.2017.06.002. Epub 2017 Jul 4."	Nagata R	Syst Appl Microbiol	2017	2017/07/11			10.1016/j.syapm.2017.06.002
28488795	The novel bacterial phylum Calditrichaeota is diverse, widespread and abundant in marine sediments and has the capacity to degrade detrital proteins	Marshall IPG, Starnawski P, Cupit C, Fernández Cáceres E, Ettema TJG, Schramm A, Kjeldsen KU.	"Environ Microbiol Rep. 2017 Aug;9(4):397-403. doi: 10.1111/1758-2229.12544. Epub 2017 Jun 27."	Marshall IPG	Environ Microbiol Rep	2017	2017/05/11			10.1111/1758-2229.12544
28450519	Draft Genome Sequence of Exiguobacterium sp. HVEsp1, a Thermophilic Bacterium Isolated from a Deep-Sea Hydrothermal Vent in the Okinawa Trough	Chen C, Sun L.	"Genome Announc. 2017 Apr 27;5(17):e00253-17. doi: 10.1128/genomeA.00253-17."	Chen C	Genome Announc	2017	2017/04/29	PMC5408117		10.1128/genomeA.00253-17
28416654	Reconstructed ancestral enzymes suggest long-term cooling of Earth's photic zone since the Archean	Garcia AK, Schopf JW, Yokobori SI, Akanuma S, Yamagishi A.	"Proc Natl Acad Sci U S A. 2017 May 2;114(18):4619-4624. doi: 10.1073/pnas.1702729114. Epub 2017 Apr 17."	Garcia AK	Proc Natl Acad Sci U S A	2017	2017/04/19	PMC5422769		10.1073/pnas.1702729114
28416684	Discovery of chemoautotrophic symbiosis in the giant shipworm Kuphus polythalamia (Bivalvia: Teredinidae) extends wooden-steps theory	Distel DL, Altamia MA, Lin Z, Shipway JR, Han A, Forteza I, Antemano R, Limbaco MGJP, Tebo AG, Dechavez R, Albano J, Rosenberg G, Concepcion GP, Schmidt EW, Haygood MG.	"Proc Natl Acad Sci U S A. 2017 May 2;114(18):E3652-E3658. doi: 10.1073/pnas.1620470114. Epub 2017 Apr 17."	Distel DL	Proc Natl Acad Sci U S A	2017	2017/04/19	PMC5422788		10.1073/pnas.1620470114
28386731	Comparative metagenomics reveals insights into the deep-sea adaptation mechanism of the microorganisms in Iheya hydrothermal fields	Wang HL, Sun L.	"World J Microbiol Biotechnol. 2017 May;33(5):86. doi: 10.1007/s11274-017-2255-0. Epub 2017 Apr 6."	Wang HL	World J Microbiol Biotechnol	2017	2017/04/08			10.1007/s11274-017-2255-0
28388834	Epsilonproteobacterial hydroxylamine oxidoreductase (εHao): characterization of a 'missing link' in the multihaem cytochrome c family	Haase D, Hermann B, Einsle O, Simon J.	"Mol Microbiol. 2017 Jul;105(1):127-138. doi: 10.1111/mmi.13690. Epub 2017 May 9."	Haase D	Mol Microbiol	2017	2017/04/08			10.1111/mmi.13690
28375213	Niche partitioning of diverse sulfur-oxidizing bacteria at hydrothermal vents	Meier DV, Pjevac P, Bach W, Hourdez S, Girguis PR, Vidoudez C, Amann R, Meyerdierks A.	"ISME J. 2017 Jul;11(7):1545-1558. doi: 10.1038/ismej.2017.37. Epub 2017 Apr 4."	Meier DV	ISME J	2017	2017/04/05	PMC5520155		10.1038/ismej.2017.37
28362721	Hidden diversity revealed by genome-resolved metagenomics of iron-oxidizing microbial mats from Lō'ihi Seamount, Hawai'i	Fullerton H, Hager KW, McAllister SM, Moyer CL.	"ISME J. 2017 Aug;11(8):1900-1914. doi: 10.1038/ismej.2017.40. Epub 2017 Apr 14."	Fullerton H	ISME J	2017	2017/04/01	PMC5520029		10.1038/ismej.2017.40
28328982	Highlighting of quorum sensing lux genes and their expression in the hydrothermal vent shrimp Rimicaris exoculata ectosymbiontic community. Possible use as biogeographic markers	Le Bloa S, Durand L, Cueff-Gauchard V, Le Bars J, Taupin L, Marteau C, Bazire A, Cambon-Bonavita MA.	"PLoS One. 2017 Mar 22;12(3):e0174338. doi: 10.1371/journal.pone.0174338. eCollection 2017."	Le Bloa S	PLoS One	2017	2017/03/23	PMC5362221		10.1371/journal.pone.0174338
28206708	Physiological, metabolic and biotechnological features of extremely thermophilic microorganisms	Counts JA, Zeldes BM, Lee LL, Straub CT, Adams MWW, Kelly RM.	"Wiley Interdiscip Rev Syst Biol Med. 2017 May;9(3):10.1002/wsbm.1377. doi: 10.1002/wsbm.1377. Epub 2017 Feb 16."	Counts JA	Wiley Interdiscip Rev Syst Biol Med	2017	2017/02/17	PMC5400732	NIHMS839051	10.1002/wsbm.1377
28194142	Respiratory Ammonification of Nitrate Coupled to Anaerobic Oxidation of Elemental Sulfur in Deep-Sea Autotrophic Thermophilic Bacteria	Slobodkina GB, Mardanov AV, Ravin NV, Frolova AA, Chernyh NA, Bonch-Osmolovskaya EA, Slobodkin AI.	"Front Microbiol. 2017 Jan 30;8:87. doi: 10.3389/fmicb.2017.00087. eCollection 2017."	Slobodkina GB	Front Microbiol	2017	2017/02/15	PMC5276818		10.3389/fmicb.2017.00087
28115547	Proteomic and Mutant Analysis of the CO(2) Concentrating Mechanism of Hydrothermal Vent Chemolithoautotroph Thiomicrospira crunogena	"Mangiapia M; USF MCB4404L; Brown TW, Chaput D, Haller E, Harmer TL, Hashemy Z, Keeley R, Leonard J, Mancera P, Nicholson D, Stevens S, Wanjugi P, Zabinski T, Pan C, Scott KM."	"J Bacteriol. 2017 Mar 14;199(7):e00871-16. doi: 10.1128/JB.00871-16. Print 2017 Apr 1."	Mangiapia M	J Bacteriol	2017	2017/01/25	PMC5350277		10.1128/JB.00871-16
28078050	Complete genome sequence of Lutibacter profundi LP1(T) isolated from an Arctic deep-sea hydrothermal vent system	Wissuwa J, Bauer SL, Steen IH, Stokke R.	"Stand Genomic Sci. 2017 Jan 7;12:5. doi: 10.1186/s40793-016-0219-x. eCollection 2017."	Wissuwa J	Stand Genomic Sci	2017	2017/01/13	PMC5219744		10.1186/s40793-016-0219-x
