PMID	Title	Authors	Citation	First Author	Journal/Book	Publication Year	Create Date	PMCID	NIHMS ID	DOI
26441901	Biogeography and evolution of Thermococcus isolates from hydrothermal vent systems of the Pacific	Price MT, Fullerton H, Moyer CL.	"Front Microbiol. 2015 Sep 24;6:968. doi: 10.3389/fmicb.2015.00968. eCollection 2015."	Price MT	Front Microbiol	2015	2015/10/07	PMC4585236		10.3389/fmicb.2015.00968
26375668	Microbial diversity in deep-sea sediments from the Menez Gwen hydrothermal vent system of the Mid-Atlantic Ridge	Cerqueira T, Pinho D, Egas C, Froufe H, Altermark B, Candeias C, Santos RS, Bettencourt R.	"Mar Genomics. 2015 Dec;24 Pt 3:343-55. doi: 10.1016/j.margen.2015.09.001. Epub 2015 Sep 12."	Cerqueira T	Mar Genomics	2015	2015/09/17			10.1016/j.margen.2015.09.001
26094864	Complete genome sequence of the hyperthermophilic methanogen Methanocaldococcus bathoardescens JH146(T) isolated from the basalt subseafloor	Kim YT, Jung JH, Stewart LC, Kwon SW, Holden JF, Park CS.	"Mar Genomics. 2015 Dec;24 Pt 3:229-30. doi: 10.1016/j.margen.2015.06.002. Epub 2015 Jun 18."	Kim YT	Mar Genomics	2015	2015/06/23			10.1016/j.margen.2015.06.002
26046257	Metagenomic resolution of microbial functions in deep-sea hydrothermal plumes across the Eastern Lau Spreading Center	Anantharaman K, Breier JA, Dick GJ.	"ISME J. 2016 Jan;10(1):225-39. doi: 10.1038/ismej.2015.81. Epub 2015 Jun 5."	Anantharaman K	ISME J	2016	2015/06/06	PMC4681857		10.1038/ismej.2015.81
25945739	Complex archaea that bridge the gap between prokaryotes and eukaryotes	Spang A, Saw JH, Jørgensen SL, Zaremba-Niedzwiedzka K, Martijn J, Lind AE, van Eijk R, Schleper C, Guy L, Ettema TJG.	"Nature. 2015 May 14;521(7551):173-179. doi: 10.1038/nature14447. Epub 2015 May 6."	Spang A	Nature	2015	2015/05/07	PMC4444528	EMS63446	10.1038/nature14447
25911946	Thermophiles in the genomic era: Biodiversity, science, and applications	Urbieta MS, Donati ER, Chan KG, Shahar S, Sin LL, Goh KM.	"Biotechnol Adv. 2015 Nov 1;33(6 Pt 1):633-47. doi: 10.1016/j.biotechadv.2015.04.007. Epub 2015 Apr 22."	Urbieta MS	Biotechnol Adv	2015	2015/04/28			10.1016/j.biotechadv.2015.04.007
25911507	An abyssal mobilome: viruses, plasmids and vesicles from deep-sea hydrothermal vents	Lossouarn J, Dupont S, Gorlas A, Mercier C, Bienvenu N, Marguet E, Forterre P, Geslin C.	"Res Microbiol. 2015 Dec;166(10):742-52. doi: 10.1016/j.resmic.2015.04.001. Epub 2015 Apr 22."	Lossouarn J	Res Microbiol	2015	2015/04/26			10.1016/j.resmic.2015.04.001
25855623	Methanoculleus sediminis sp. nov., a methanogen from sediments near a submarine mud volcano	Chen SC, Chen MF, Lai MC, Weng CY, Wu SY, Lin S, Yang TF, Chen PC.	"Int J Syst Evol Microbiol. 2015 Jul;65(7):2141-2147. doi: 10.1099/ijs.0.000233. Epub 2015 Apr 8."	Chen SC	Int J Syst Evol Microbiol	2015	2015/04/10			10.1099/ijs.0.000233
25764538	Biogeography and ecology of the rare and abundant microbial lineages in deep-sea hydrothermal vents	Anderson RE, Sogin ML, Baross JA.	"FEMS Microbiol Ecol. 2015 Jan;91(1):1-11. doi: 10.1093/femsec/fiu016. Epub 2014 Dec 5."	Anderson RE	FEMS Microbiol Ecol	2015	2015/03/13			10.1093/femsec/fiu016
25634941	Methanocaldococcus bathoardescens sp. nov., a hyperthermophilic methanogen isolated from a volcanically active deep-sea hydrothermal vent	Stewart LC, Jung JH, Kim YT, Kwon SW, Park CS, Holden JF.	"Int J Syst Evol Microbiol. 2015 Apr;65(Pt 4):1280-1283. doi: 10.1099/ijs.0.000097. Epub 2015 Jan 29."	Stewart LC	Int J Syst Evol Microbiol	2015	2015/01/31			10.1099/ijs.0.000097
25520705	Genetic resources for methane production from biomass described with the Gene Ontology	Purwantini E, Torto-Alalibo T, Lomax J, Setubal JC, Tyler BM, Mukhopadhyay B.	"Front Microbiol. 2014 Dec 3;5:634. doi: 10.3389/fmicb.2014.00634. eCollection 2014."	Purwantini E	Front Microbiol	2014	2014/12/19	PMC4253957		10.3389/fmicb.2014.00634
25444877	Complete genome sequence of Thermococcus eurythermalis A501, a conditional piezophilic hyperthermophilic archaeon with a wide temperature range, isolated from an oil-immersed deep-sea hydrothermal chimney on Guaymas Basin	Zhao W, Xiao X.	"J Biotechnol. 2015 Jan 10;193:14-5. doi: 10.1016/j.jbiotec.2014.11.006. Epub 2014 Nov 14."	Zhao W	J Biotechnol	2015	2014/12/03			10.1016/j.jbiotec.2014.11.006
25422936	Antibacterial gene transfer across the tree of life	Metcalf JA, Funkhouser-Jones LJ, Brileya K, Reysenbach AL, Bordenstein SR.	"Elife. 2014 Nov 25;3:e04266. doi: 10.7554/eLife.04266."	Metcalf JA	Elife	2014	2014/11/26	PMC4241558		10.7554/eLife.04266
25416759	The Geoglobus acetivorans genome: Fe(III) reduction, acetate utilization, autotrophic growth, and degradation of aromatic compounds in a hyperthermophilic archaeon	Mardanov AV, Slododkina GB, Slobodkin AI, Beletsky AV, Gavrilov SN, Kublanov IV, Bonch-Osmolovskaya EA, Skryabin KG, Ravin NV.	"Appl Environ Microbiol. 2015 Feb;81(3):1003-12. doi: 10.1128/AEM.02705-14. Epub 2014 Nov 21."	Mardanov AV	Appl Environ Microbiol	2015	2014/11/23	PMC4292469		10.1128/AEM.02705-14
25288278	Thermococcus eurythermalis sp. nov., a conditional piezophilic, hyperthermophilic archaeon with a wide temperature range for growth, isolated from an oil-immersed chimney in the Guaymas Basin	Zhao W, Zeng X, Xiao X.	"Int J Syst Evol Microbiol. 2015 Jan;65(Pt 1):30-35. doi: 10.1099/ijs.0.067942-0. Epub 2014 Oct 6."	Zhao W	Int J Syst Evol Microbiol	2015	2014/10/08			10.1099/ijs.0.067942-0
25279954	Evolutionary strategies of viruses, bacteria and archaea in hydrothermal vent ecosystems revealed through metagenomics	Anderson RE, Sogin ML, Baross JA.	"PLoS One. 2014 Oct 3;9(10):e109696. doi: 10.1371/journal.pone.0109696. eCollection 2014."	Anderson RE	PLoS One	2014	2014/10/04	PMC4184897		10.1371/journal.pone.0109696
25124552	Comparative genomics highlights the unique biology of Methanomassiliicoccales, a Thermoplasmatales-related seventh order of methanogenic archaea that encodes pyrrolysine	Borrel G, Parisot N, Harris HM, Peyretaillade E, Gaci N, Tottey W, Bardot O, Raymann K, Gribaldo S, Peyret P, O'Toole PW, Brugère JF.	"BMC Genomics. 2014 Aug 13;15:679. doi: 10.1186/1471-2164-15-679."	Borrel G	BMC Genomics	2014	2014/08/16	PMC4153887		10.1186/1471-2164-15-679
25082851	Thermococcus paralvinellae sp. nov. and Thermococcus cleftensis sp. nov. of hyperthermophilic heterotrophs from deep-sea hydrothermal vents	Hensley SA, Jung JH, Park CS, Holden JF.	"Int J Syst Evol Microbiol. 2014 Nov;64(Pt 11):3655-3659. doi: 10.1099/ijs.0.066100-0. Epub 2014 Jul 31."	Hensley SA	Int J Syst Evol Microbiol	2014	2014/08/02			10.1099/ijs.0.066100-0
24629267	Characterization of a heat-active archaeal β-glucosidase from a hydrothermal spring metagenome	Schröder C, Elleuche S, Blank S, Antranikian G.	"Enzyme Microb Technol. 2014 Apr 10;57:48-54. doi: 10.1016/j.enzmictec.2014.01.010. Epub 2014 Feb 3."	Schröder C	Enzyme Microb Technol	2014	2014/03/18			10.1016/j.enzmictec.2014.01.010
24556637	Thermococcus nautili sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal deep-sea vent	Gorlas A, Croce O, Oberto J, Gauliard E, Forterre P, Marguet E.	"Int J Syst Evol Microbiol. 2014 May;64(Pt 5):1802-1810. doi: 10.1099/ijs.0.060376-0. Epub 2014 Feb 20."	Gorlas A	Int J Syst Evol Microbiol	2014	2014/02/22			10.1099/ijs.0.060376-0
24513196	Biochemical fossils of the ancient transition from geoenergetics to bioenergetics in prokaryotic one carbon compound metabolism	Sousa FL, Martin WF.	"Biochim Biophys Acta. 2014 Jul;1837(7):964-81. doi: 10.1016/j.bbabio.2014.02.001. Epub 2014 Feb 7."	Sousa FL	Biochim Biophys Acta	2014	2014/02/12			10.1016/j.bbabio.2014.02.001
24472758	Complete genome sequence of hyperthermophilic archaeon Thermococcus sp. ES1	Jung JH, Kim YT, Jeon EJ, Seo DH, Hensley SA, Holden JF, Lee JH, Park CS.	"J Biotechnol. 2014 Mar 20;174:14-5. doi: 10.1016/j.jbiotec.2014.01.022. Epub 2014 Jan 25."	Jung JH	J Biotechnol	2014	2014/01/30			10.1016/j.jbiotec.2014.01.022
24286252	Close association of active nitrifiers with Beggiatoa mats covering deep-sea hydrothermal sediments	Winkel M, de Beer D, Lavik G, Peplies J, Mußmann M.	"Environ Microbiol. 2014 Jun;16(6):1612-26. doi: 10.1111/1462-2920.12316. Epub 2013 Nov 28."	Winkel M	Environ Microbiol	2014	2013/11/30			10.1111/1462-2920.12316
24112684	Microbial community structure and functioning in marine sediments associated with diffuse hydrothermal venting assessed by integrated meta-omics	Urich T, Lanzén A, Stokke R, Pedersen RB, Bayer C, Thorseth IH, Schleper C, Steen IH, Ovreas L.	"Environ Microbiol. 2014 Sep;16(9):2699-710. doi: 10.1111/1462-2920.12283. Epub 2013 Oct 27."	Urich T	Environ Microbiol	2014	2013/10/12			10.1111/1462-2920.12283
24062731	Yellowstone lake nanoarchaeota	Clingenpeel S, Kan J, Macur RE, Woyke T, Lovalvo D, Varley J, Inskeep WP, Nealson K, McDermott TR.	"Front Microbiol. 2013 Sep 11;4:274. doi: 10.3389/fmicb.2013.00274. eCollection 2013."	Clingenpeel S	Front Microbiol	2013	2013/09/25	PMC3769629		10.3389/fmicb.2013.00274
23872576	Variation of the virus-related elements within syntenic genomes of the hyperthermophilic Archaeon Aeropyrum	Daifuku T, Yoshida T, Kitamura T, Kawaichi S, Inoue T, Nomura K, Yoshida Y, Kuno S, Sako Y.	"Appl Environ Microbiol. 2013 Oct;79(19):5891-8. doi: 10.1128/AEM.01089-13. Epub 2013 Jul 19."	Daifuku T	Appl Environ Microbiol	2013	2013/07/23	PMC3811351		10.1128/AEM.01089-13
23842654	Sulfur oxidizers dominate carbon fixation at a biogeochemical hot spot in the dark ocean	Mattes TE, Nunn BL, Marshall KT, Proskurowski G, Kelley DS, Kawka OE, Goodlett DR, Hansell DA, Morris RM.	"ISME J. 2013 Dec;7(12):2349-60. doi: 10.1038/ismej.2013.113. Epub 2013 Jul 11."	Mattes TE	ISME J	2013	2013/07/12	PMC3834846		10.1038/ismej.2013.113
23843994	Subglacial Lake Vostok (Antarctica) accretion ice contains a diverse set of sequences from aquatic, marine and sediment-inhabiting bacteria and eukarya	Shtarkman YM, Koçer ZA, Edgar R, Veerapaneni RS, D'Elia T, Morris PF, Rogers SO.	"PLoS One. 2013 Jul 3;8(7):e67221. doi: 10.1371/journal.pone.0067221. Print 2013."	Shtarkman YM	PLoS One	2013	2013/07/12	PMC3700977		10.1371/journal.pone.0067221
23785357	Metagenome reveals potential microbial degradation of hydrocarbon coupled with sulfate reduction in an oil-immersed chimney from Guaymas Basin	He Y, Xiao X, Wang F.	"Front Microbiol. 2013 Jun 14;4:148. doi: 10.3389/fmicb.2013.00148. eCollection 2013."	He Y	Front Microbiol	2013	2013/06/21	PMC3682177		10.3389/fmicb.2013.00148
23702516	Community transcriptomic assembly reveals microbes that contribute to deep-sea carbon and nitrogen cycling	Baker BJ, Sheik CS, Taylor CA, Jain S, Bhasi A, Cavalcoli JD, Dick GJ.	"ISME J. 2013 Oct;7(10):1962-73. doi: 10.1038/ismej.2013.85. Epub 2013 May 23."	Baker BJ	ISME J	2013	2013/05/25	PMC3965313		10.1038/ismej.2013.85
23542623	Distinctive microbial community structure in highly stratified deep-sea brine water columns	Bougouffa S, Yang JK, Lee OO, Wang Y, Batang Z, Al-Suwailem A, Qian PY.	"Appl Environ Microbiol. 2013 Jun;79(11):3425-37. doi: 10.1128/AEM.00254-13. Epub 2013 Mar 29."	Bougouffa S	Appl Environ Microbiol	2013	2013/04/02	PMC3648036		10.1128/AEM.00254-13
23422322	Diversity of CRISPR systems in the euryarchaeal Pyrococcales	Norais C, Moisan A, Gaspin C, Clouet-d'Orval B.	"RNA Biol. 2013 May;10(5):659-70. doi: 10.4161/rna.23927. Epub 2013 Feb 19."	Norais C	RNA Biol	2013	2013/02/21	PMC3737323		10.4161/rna.23927
23355695	Thermococcus prieurii sp. nov., a hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent	Gorlas A, Alain K, Bienvenu N, Geslin C.	"Int J Syst Evol Microbiol. 2013 Aug;63(Pt 8):2920-2926. doi: 10.1099/ijs.0.026419-0. Epub 2013 Jan 25."	Gorlas A	Int J Syst Evol Microbiol	2013	2013/01/29			10.1099/ijs.0.026419-0
23326305	Insights into dynamics of mobile genetic elements in hyperthermophilic environments from five new Thermococcus plasmids	Krupovic M, Gonnet M, Hania WB, Forterre P, Erauso G.	"PLoS One. 2013;8(1):e49044. doi: 10.1371/journal.pone.0049044. Epub 2013 Jan 11."	Krupovic M	PLoS One	2013	2013/01/18	PMC3543421		10.1371/journal.pone.0049044
23197941	RNA-based assessment of diversity and composition of active archaeal communities in the German Bight	Wemheuer B, Wemheuer F, Daniel R.	"Archaea. 2012;2012:695826. doi: 10.1155/2012/695826. Epub 2012 Nov 12."	Wemheuer B	Archaea	2012	2012/12/01	PMC3502831		10.1155/2012/695826
23104364	Palaeococcus pacificus sp. nov., an archaeon from deep-sea hydrothermal sediment	Zeng X, Zhang X, Jiang L, Alain K, Jebbar M, Shao Z.	"Int J Syst Evol Microbiol. 2013 Jun;63(Pt 6):2155-2159. doi: 10.1099/ijs.0.044487-0. Epub 2012 Oct 26."	Zeng X	Int J Syst Evol Microbiol	2013	2012/10/30			10.1099/ijs.0.044487-0
23027979	Correlating microbial community profiles with geochemical data in highly stratified sediments from the Arctic Mid-Ocean Ridge	Jorgensen SL, Hannisdal B, Lanzén A, Baumberger T, Flesland K, Fonseca R, Ovreås L, Steen IH, Thorseth IH, Pedersen RB, Schleper C.	"Proc Natl Acad Sci U S A. 2012 Oct 16;109(42):E2846-55. doi: 10.1073/pnas.1207574109. Epub 2012 Oct 1."	Jorgensen SL	Proc Natl Acad Sci U S A	2012	2012/10/03	PMC3479504		10.1073/pnas.1207574109
23006788	Microbial diversity of Loki's Castle black smokers at the Arctic Mid-Ocean Ridge	Jaeschke A, Jørgensen SL, Bernasconi SM, Pedersen RB, Thorseth IH, Früh-Green GL.	"Geobiology. 2012 Nov;10(6):548-61. doi: 10.1111/gbi.12009. Epub 2012 Sep 25."	Jaeschke A	Geobiology	2012	2012/09/26			10.1111/gbi.12009
22970260	Sulfur metabolizing microbes dominate microbial communities in Andesite-hosted shallow-sea hydrothermal systems	Zhang Y, Zhao Z, Chen CT, Tang K, Su J, Jiao N.	"PLoS One. 2012;7(9):e44593. doi: 10.1371/journal.pone.0044593. Epub 2012 Sep 7."	Zhang Y	PLoS One	2012	2012/09/13	PMC3436782		10.1371/journal.pone.0044593
22887670	Complete genome sequence of the hyperthermophilic archaeon Thermococcus sp. strain CL1, isolated from a Paralvinella sp. polychaete worm collected from a hydrothermal vent	Jung JH, Holden JF, Seo DH, Park KH, Shin H, Ryu S, Lee JH, Park CS.	"J Bacteriol. 2012 Sep;194(17):4769-70. doi: 10.1128/JB.01016-12."	Jung JH	J Bacteriol	2012	2012/08/14	PMC3415475		10.1128/JB.01016-12
22848664	Genome-wide transcriptional response of the archaeon Thermococcus gammatolerans to cadmium	Lagorce A, Fourçans A, Dutertre M, Bouyssiere B, Zivanovic Y, Confalonieri F.	"PLoS One. 2012;7(7):e41935. doi: 10.1371/journal.pone.0041935. Epub 2012 Jul 27."	Lagorce A	PLoS One	2012	2012/08/01	PMC3407056		10.1371/journal.pone.0041935
22843576	Complete genome sequence of the hyperthermophilic archaeon Pyrococcus sp. strain ST04, isolated from a deep-sea hydrothermal sulfide chimney on the Juan de Fuca Ridge	Jung JH, Lee JH, Holden JF, Seo DH, Shin H, Kim HY, Kim W, Ryu S, Park CS.	"J Bacteriol. 2012 Aug;194(16):4434-5. doi: 10.1128/JB.00824-12."	Jung JH	J Bacteriol	2012	2012/07/31	PMC3416228		10.1128/JB.00824-12
22768359	Complete genome sequence of the thermophilic sulfate-reducing ocean bacterium Thermodesulfatator indicus type strain (CIR29812(T))	Anderson I, Saunders E, Lapidus A, Nolan M, Lucas S, Tice H, Del Rio TG, Cheng JF, Han C, Tapia R, Goodwin LA, Pitluck S, Liolios K, Mavromatis K, Pagani I, Ivanova N, Mikhailova N, Pati A, Chen A, Palaniappan K, Land M, Hauser L, Jeffries CD, Chang YJ, Brambilla EM, Rohde M, Spring S, Göker M, Detter JC, Woyke T, Bristow J, Eisen JA, Markowitz V, Hugenholtz P, Kyrpides NC, Klenk HP.	"Stand Genomic Sci. 2012 May 25;6(2):155-64. doi: 10.4056/sigs.2665915. Epub 2012 May 4."	Anderson I	Stand Genomic Sci	2012	2012/07/07	PMC3387792		10.4056/sigs.2665915
22695863	Genome-enabled transcriptomics reveals archaeal populations that drive nitrification in a deep-sea hydrothermal plume	Baker BJ, Lesniewski RA, Dick GJ.	"ISME J. 2012 Dec;6(12):2269-79. doi: 10.1038/ismej.2012.64. Epub 2012 Jun 14."	Baker BJ	ISME J	2012	2012/06/15	PMC3504958		10.1038/ismej.2012.64
22695860	The metatranscriptome of a deep-sea hydrothermal plume is dominated by water column methanotrophs and lithotrophs	Lesniewski RA, Jain S, Anantharaman K, Schloss PD, Dick GJ.	"ISME J. 2012 Dec;6(12):2257-68. doi: 10.1038/ismej.2012.63. Epub 2012 Jun 14."	Lesniewski RA	ISME J	2012	2012/06/15	PMC3504965		10.1038/ismej.2012.63
22675595	Complete genome sequence of the aerobic, heterotroph Marinithermus hydrothermalis type strain (T1(T)) from a deep-sea hydrothermal vent chimney	Copeland A, Gu W, Yasawong M, Lapidus A, Lucas S, Deshpande S, Pagani I, Tapia R, Cheng JF, Goodwin LA, Pitluck S, Liolios K, Ivanova N, Mavromatis K, Mikhailova N, Pati A, Chen A, Palaniappan K, Land M, Pan C, Brambilla EM, Rohde M, Tindall BJ, Sikorski J, Göker M, Detter JC, Bristow J, Eisen JA, Markowitz V, Hugenholtz P, Kyrpides NC, Klenk HP, Woyke T.	"Stand Genomic Sci. 2012 Mar 19;6(1):21-30. doi: 10.4056/sigs.2435521. Epub 2012 Mar 5."	Copeland A	Stand Genomic Sci	2012	2012/06/08	PMC3368408		10.4056/sigs.2435521
22675590	Complete genome sequence of the thermophilic sulfur-reducer Desulfurobacterium thermolithotrophum type strain (BSA(T)) from a deep-sea hydrothermal vent	Göker M, Daligault H, Mwirichia R, Lapidus A, Lucas S, Deshpande S, Pagani I, Tapia R, Cheng JF, Goodwin L, Pitluck S, Liolios K, Ivanova N, Mavromatis K, Mikhailova N, Pati A, Chen A, Palaniappan K, Han C, Land M, Hauser L, Pan C, Brambilla EM, Rohde M, Spring S, Sikorski J, Wirth R, Detter JC, Woyke T, Bristow J, Eisen JA, Markowitz V, Hugenholtz P, Kyrpides NC, Klenk HP.	"Stand Genomic Sci. 2011 Dec 31;5(3):407-15. doi: 10.4056/sigs.2465574. Epub 2011 Dec 30."	Göker M	Stand Genomic Sci	2011	2012/06/08	PMC3368423		10.4056/sigs.2465574
22210205	Spatial distribution of viruses associated with planktonic and attached microbial communities in hydrothermal environments	Yoshida-Takashima Y, Nunoura T, Kazama H, Noguchi T, Inoue K, Akashi H, Yamanaka T, Toki T, Yamamoto M, Furushima Y, Ueno Y, Yamamoto H, Takai K.	"Appl Environ Microbiol. 2012 Mar;78(5):1311-20. doi: 10.1128/AEM.06491-11. Epub 2011 Dec 30."	Yoshida-Takashima Y	Appl Environ Microbiol	2012	2012/01/03	PMC3294471		10.1128/AEM.06491-11
22180810	Complete genome sequence of Ferroglobus placidus AEDII12DO	Anderson I, Risso C, Holmes D, Lucas S, Copeland A, Lapidus A, Cheng JF, Bruce D, Goodwin L, Pitluck S, Saunders E, Brettin T, Detter JC, Han C, Tapia R, Larimer F, Land M, Hauser L, Woyke T, Lovley D, Kyrpides N, Ivanova N.	"Stand Genomic Sci. 2011 Oct 15;5(1):50-60. doi: 10.4056/sigs.2225018. Epub 2011 Oct 1."	Anderson I	Stand Genomic Sci	2011	2011/12/20	PMC3236036		10.4056/sigs.2225018
22180806	Complete genome sequence of Staphylothermus hellenicus P8	Anderson I, Wirth R, Lucas S, Copeland A, Lapidus A, Cheng JF, Goodwin L, Pitluck S, Davenport K, Detter JC, Han C, Tapia R, Land M, Hauser L, Pati A, Mikhailova N, Woyke T, Klenk HP, Kyrpides N, Ivanova N.	"Stand Genomic Sci. 2011 Oct 15;5(1):12-20. doi: 10.4056/sigs.2054696. Epub 2011 Sep 23."	Anderson I	Stand Genomic Sci	2011	2011/12/20	PMC3236042		10.4056/sigs.2054696
21914870	Complete genome sequence of Thermococcus sp. strain 4557, a hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent area	Wang X, Gao Z, Xu X, Ruan L.	"J Bacteriol. 2011 Oct;193(19):5544-5. doi: 10.1128/JB.05851-11."	Wang X	J Bacteriol	2011	2011/09/15	PMC3187469		10.1128/JB.05851-11
21886865	Complete genome sequence of the hyperthermophilic chemolithoautotroph Pyrolobus fumarii type strain (1A)	Anderson I, Göker M, Nolan M, Lucas S, Hammon N, Deshpande S, Cheng JF, Tapia R, Han C, Goodwin L, Pitluck S, Huntemann M, Liolios K, Ivanova N, Pagani I, Mavromatis K, Ovchinikova G, Pati A, Chen A, Palaniappan K, Land M, Hauser L, Brambilla EM, Huber H, Yasawong M, Rohde M, Spring S, Abt B, Sikorski J, Wirth R, Detter JC, Woyke T, Bristow J, Eisen JA, Markowitz V, Hugenholtz P, Kyrpides NC, Klenk HP, Lapidus A.	"Stand Genomic Sci. 2011 Jul 1;4(3):381-92. doi: 10.4056/sigs.2014648."	Anderson I	Stand Genomic Sci	2011	2011/09/03	PMC3156397		10.4056/sigs.2014648
21748268	Phylogenetic diversity and ecological pattern of ammonia-oxidizing archaea in the surface sediments of the western Pacific	Cao H, Hong Y, Li M, Gu JD.	"Microb Ecol. 2011 Nov;62(4):813-23. doi: 10.1007/s00248-011-9901-0. Epub 2011 Jul 12."	Cao H	Microb Ecol	2011	2011/07/13	PMC3206191		10.1007/s00248-011-9901-0
21696407	Abundance and phylogenetic identity of archaeoplankton in the permanent oxygen minimum zone of the eastern tropical South Pacific	Belmar L, Molina V, Ulloa O.	"FEMS Microbiol Ecol. 2011 Nov;78(2):314-26. doi: 10.1111/j.1574-6941.2011.01159.x. Epub 2011 Jul 14."	Belmar L	FEMS Microbiol Ecol	2011	2011/06/24			10.1111/j.1574-6941.2011.01159.x
21677858	Complete genome sequence of Oceanithermus profundus type strain (506)	Pati A, Zhang X, Lapidus A, Nolan M, Lucas S, Del Rio TG, Tice H, Cheng JF, Tapia R, Han C, Goodwin L, Pitluck S, Liolios K, Pagani I, Ivanova N, Mavromatis K, Chen A, Palaniappan K, Hauser L, Jeffries CD, Brambilla EM, Röhl A, Mwirichia R, Rohde M, Tindall BJ, Sikorski J, Wirth R, Göker M, Woyke T, Detter JC, Bristow J, Eisen JA, Markowitz V, Hugenholtz P, Kyrpides NC, Klenk HP, Land M.	"Stand Genomic Sci. 2011 Apr 29;4(2):210-20. doi: 10.4056/sigs.1734292."	Pati A	Stand Genomic Sci	2011	2011/06/17	PMC3111992		10.4056/sigs.1734292
21602357	Complete genome sequence of hyperthermophilic Pyrococcus sp. strain NA2, isolated from a deep-sea hydrothermal vent area	Lee HS, Bae SS, Kim MS, Kwon KK, Kang SG, Lee JH.	"J Bacteriol. 2011 Jul;193(14):3666-7. doi: 10.1128/JB.05150-11. Epub 2011 May 20."	Lee HS	J Bacteriol	2011	2011/05/24	PMC3133302		10.1128/JB.05150-11
21410492	Using CRISPRs as a metagenomic tool to identify microbial hosts of a diffuse flow hydrothermal vent viral assemblage	Anderson RE, Brazelton WJ, Baross JA.	"FEMS Microbiol Ecol. 2011 Jul;77(1):120-33. doi: 10.1111/j.1574-6941.2011.01090.x. Epub 2011 Apr 11."	Anderson RE	FEMS Microbiol Ecol	2011	2011/03/18			10.1111/j.1574-6941.2011.01090.x
21304749	Complete genome sequence of Sulfurimonas autotrophica type strain (OK10)	Sikorski J, Munk C, Lapidus A, Ngatchou Djao OD, Lucas S, Glavina Del Rio T, Nolan M, Tice H, Han C, Cheng JF, Tapia R, Goodwin L, Pitluck S, Liolios K, Ivanova N, Mavromatis K, Mikhailova N, Pati A, Sims D, Meincke L, Brettin T, Detter JC, Chen A, Palaniappan K, Land M, Hauser L, Chang YJ, Jeffries CD, Rohde M, Lang E, Spring S, Göker M, Woyke T, Bristow J, Eisen JA, Markowitz V, Hugenholtz P, Kyrpides NC, Klenk HP.	"Stand Genomic Sci. 2010 Oct 27;3(2):194-202. doi: 10.4056/sigs.1173118."	Sikorski J	Stand Genomic Sci	2010	2011/02/10	PMC3035374		10.4056/sigs.1173118
21304655	Complete genome sequence of Staphylothermus marinus Stetter and Fiala 1986 type strain F1	Anderson IJ, Sun H, Lapidus A, Copeland A, Glavina Del Rio T, Tice H, Dalin E, Lucas S, Barry K, Land M, Richardson P, Huber H, Kyrpides NC.	"Stand Genomic Sci. 2009 Sep 25;1(2):183-8. doi: 10.4056/sigs.30527."	Anderson IJ	Stand Genomic Sci	2009	2011/02/10	PMC3035234		10.4056/sigs.30527
21239564	Pyrococcus yayanosii sp. nov., an obligate piezophilic hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent	Birrien JL, Zeng X, Jebbar M, Cambon-Bonavita MA, Quérellou J, Oger P, Bienvenu N, Xiao X, Prieur D.	"Int J Syst Evol Microbiol. 2011 Dec;61(Pt 12):2827-2881. doi: 10.1099/ijs.0.024653-0. Epub 2011 Jan 14."	Birrien JL	Int J Syst Evol Microbiol	2011	2011/01/18			10.1099/ijs.0.024653-0
21217005	Complete genome sequence of the hyperthermophilic, piezophilic, heterotrophic, and carboxydotrophic archaeon Thermococcus barophilus MP	Vannier P, Marteinsson VT, Fridjonsson OH, Oger P, Jebbar M.	"J Bacteriol. 2011 Mar;193(6):1481-2. doi: 10.1128/JB.01490-10. Epub 2011 Jan 7."	Vannier P	J Bacteriol	2011	2011/01/11	PMC3067617		10.1128/JB.01490-10
20402778	Diversity, abundance and distribution of amoA-encoding archaea in deep-sea methane seep sediments of the Okhotsk Sea	Dang H, Luan XW, Chen R, Zhang X, Guo L, Klotz MG.	"FEMS Microbiol Ecol. 2010 Jun;72(3):370-85. doi: 10.1111/j.1574-6941.2010.00870.x. Epub 2010 Mar 25."	Dang H	FEMS Microbiol Ecol	2010	2010/04/21			10.1111/j.1574-6941.2010.00870.x
20023079	Archaeal diversity and distribution along thermal and geochemical gradients in hydrothermal sediments at the Yonaguni Knoll IV hydrothermal field in the Southern Okinawa trough	Nunoura T, Oida H, Nakaseama M, Kosaka A, Ohkubo SB, Kikuchi T, Kazama H, Hosoi-Tanabe S, Nakamura K, Kinoshita M, Hirayama H, Inagaki F, Tsunogai U, Ishibashi J, Takai K.	"Appl Environ Microbiol. 2010 Feb;76(4):1198-211. doi: 10.1128/AEM.00924-09. Epub 2009 Dec 18."	Nunoura T	Appl Environ Microbiol	2010	2009/12/22	PMC2820965		10.1128/AEM.00924-09
